#BLTrackFile VirtualDetector/DetBackward
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
3950.19 2972.69 -0.5 0.399603 0.299373 -0.108687 20.4143 22 7 6153 6152 1
3017.48 -869.71 -0.5 0.788082 -0.243107 -0.283716 14.7163 22 7 9593 9592 1
-3758.11 3809.21 -0.5 -0.352647 0.35577 -0.100933 21.7661 22 7 9705 9704 1
5924.79 7463.22 -0.5 0.162206 0.205794 -0.0283773 35.5698 22 7 9750 9746 1
-589.995 740.701 -0.5 -0.215681 0.262372 -0.342168 7.67699 22 7 10019 10007 1
-445.534 1054.98 -0.5 -0.152457 0.355369 -0.334051 8.2874 22 7 10056 10055 1
-581.476 1808.38 -0.5 -13.2079 40.5183 -22.5654 143.29 2112 7 10987 10799 1
-958.678 -1073.53 -0.5 -0.228616 -0.266169 -0.238681 9.1634 22 7 11057 11053 1
-233.865 6113.24 -0.5 -0.00978357 0.326347 -0.0523177 24.014 22 7 11166 11161 1
51.7757 -128.472 -0.5 0.0358129 -0.0422485 -0.279247 7.01799 22 7 11623 11622 1
1242.08 724.39 -0.5 0.671376 0.382185 -0.556271 9.44277 22 7 13903 13872 1
2525.26 2754.01 -0.5 11.6573 12.6042 -4.74678 685.691 2112 7 15341 15339 1
-1352.33 109.132 -0.5 -0.327501 0.0206612 -0.262148 9.32289 22 7 18927 18925 1
-207.414 -315.688 -0.5 -0.084529 -0.14324 -0.415892 6.7226 22 7 19363 19362 1
-308.594 1563.86 -0.5 -0.0921263 0.404582 -0.273061 9.72864 22 7 19983 19982 1
-1225.6 364.788 -0.5 -4.99992 1.47786 -4.36778 9.16988 22 8 2178 2161 1
1400.54 -27.5751 -0.5 1.33778 -0.0277486 -1.03461 9.38597 22 8 3384 3255 1
3066.18 4756.79 -0.5 0.0155261 0.0248551 -0.00529992 22.9246 22 8 3419 3403 1
491.784 39.6342 -0.5 0.133105 0.0108247 -0.343731 10.1366 11 8 3420 3403 1
3567.54 -1270.46 -0.5 0.999297 -0.359019 -0.299171 16.6351 22 8 3472 3255 1
1368.47 -559.788 -0.5 1.33774 -0.556733 -1.05049 9.60172 22 8 3528 3255 1
975.098 1227.59 -0.5 0.557022 0.688609 -0.58205 9.89272 22 8 3628 3627 1
63.6495 122.178 -0.5 0.0388271 0.0405178 -0.493573 6.99388 22 8 3924 3922 1
-871.236 1092.1 -0.5 -0.345016 0.416155 -0.385884 9.17447 22 8 4857 4840 1
936.022 312.695 -0.5 1.28535 0.442077 -1.51886 8.32835 22 8 5069 5037 1
-341.328 14.6814 -0.5 -0.169166 0.00762979 -0.482125 6.79605 22 8 5385 5384 1
1034.77 3915.52 -0.5 0.0939173 0.351469 -0.096286 17.5781 22 8 6095 6094 1
-3789.17 -4251.38 -0.5 -0.367519 -0.410535 -0.10301 22.9158 22 8 9509 9508 1
230.696 170.387 -0.5 0.0905133 0.0728824 -0.406109 7.89916 22 8 10664 10519 1
627.117 512.661 -0.5 0.227979 0.205734 -0.406514 8.06632 22 8 10714 10713 1
2058.2 4101.66 -0.5 0.222685 0.44652 -0.110232 19.0427 22 8 12295 12294 1
5412.78 2481.41 -0.5 0.457869 0.209382 -0.0873773 23.5433 22 8 12332 12331 1
2501 2534.72 -0.5 0.651419 0.672651 -0.252864 15.7124 22 8 12867 12866 1
1642.67 -121.104 -0.5 2.83876 -0.195489 -1.80553 9.99214 22 8 13256 13217 1
-810.9 -366.062 -0.5 -0.564108 -0.235425 -0.713956 7.6544 22 8 13700 13671 1
-25.1432 -2193.39 -0.5 -0.00630753 -0.462157 -0.217925 11.584 22 8 15101 15100 1
1461.64 -60.2184 -0.5 0.417341 -0.0188296 -0.284416 9.09431 22 8 15269 15249 1
4420.07 578.742 -0.5 0.506256 0.0645443 -0.113829 18.4373 22 8 15366 15249 1
-32.8716 -414.245 -0.5 -0.0312697 -0.200296 -0.469067 6.70384 22 8 15803 15802 1
-1421.48 1779.95 -0.5 -0.566144 0.699358 -0.396589 11.6307 22 8 16831 16830 1
-398.922 -1418.83 -0.5 -0.164555 -0.585415 -0.430057 9.52635 22 8 18688 18625 1
934.469 413.624 -0.5 0.400438 0.151093 -0.455468 8.70031 22 8 18875 18874 1
-541.594 384.613 -0.5 -0.235676 0.154383 -0.426313 7.51731 22 8 19088 19087 1
187.605 -818.941 -0.5 0.0477892 -0.211048 -0.24375 7.3269 22 8 20478 1 1
-1981.74 -1452.42 -0.5 -0.526321 -0.384483 -0.2854 12.5117 22 9 1492 1468 1
1832.91 -7806.97 -0.5 0.118921 -0.505925 -0.069839 30.5655 22 9 1493 1468 1
-2611.76 3770.32 -0.5 -0.746772 1.07048 -0.283293 19.2429 22 9 1705 1704 1
-2792.12 2171.1 -0.5 -0.671413 0.536292 -0.264741 15.9114 22 9 2999 2998 1
1195.45 -727.089 -0.5 0.349334 -0.212209 -0.30668 9.47844 22 9 3683 3681 1
1279.23 -2804.83 -0.5 0.131179 -0.273287 -0.098917 14.1894 22 9 4667 4636 1
-1367.66 -162.294 -0.5 -0.346314 -0.0419728 -0.275821 9.22043 22 9 5200 5196 1
946.268 -731.143 -0.5 0.762344 -0.541166 -0.862371 9.03307 22 9 5623 5569 1
1039 -1858.6 -0.5 0.60325 -1.07556 -0.610598 11.5801 22 9 5651 5508 1
-77.668 160.952 -0.5 -0.0264592 0.0708197 -0.482098 7.10326 22 9 6392 6390 1
-1763.63 -1400.97 -0.5 -0.366226 -0.291014 -0.205692 11.4948 22 9 6595 6594 1
7973.18 4991.39 -0.5 0.430796 0.269392 -0.0544306 34.9413 22 9 7648 7647 1
-564.326 -119.975 -0.5 -0.252987 -0.0551189 -0.440544 7.05606 22 9 7883 7866 1
2098.85 875.13 -0.5 0.427187 0.177676 -0.216939 11.94 22 9 8487 8467 1
-313.664 -3502.67 -0.5 -0.0658586 -0.896471 -0.264405 15.8561 22 9 8673 8672 1
-2876.74 1717.99 -0.5 -0.615879 0.358781 -0.221438 15.2423 22 9 9652 9651 1
95.4849 228.312 -0.5 0.0480218 0.128327 -0.492287 6.49372 22 9 10900 10871 1
-70.5091 -443.725 -0.5 -0.0850823 -0.518195 -1.12167 6.67601 22 9 10953 10871 1
